 Variant= 
 b
  1  2  3  4
 A
  5.50000 -2.60000  1.00000 -1.70000
 -2.60000  7.50000 -2.50000 -0.40000
  1.00000 -2.50000  0.90000  0.40000
 -1.70000 -0.40000  0.40000  4.90000
 Решение прямым методом квадратного корня 
 x*
  -4.27547946212065  26.9193180983173  85.2733485193622  -5.43059739878021
 Норма матрицы=10.08864
 Метод простой итерации
                        |   Норма   | Норма      |  Оценка   |
 Itr    |  tau |  q     |  невязки  |погрешности |Погрешности|    x[1]    x[2]     x[3]    x[4]
1464   | 0.1784 |  0.994 | 0.0000667 |  0.0019240 | 0.0019240 | -4.27489 26.91626 85.26349 -5.42983 
1465   | 0.1784 |  0.994 | 0.0000663 |  0.0019122 | 0.0019122 | -4.27490 26.91628 85.26355 -5.42984 
1466   | 0.1784 |  0.994 | 0.0000659 |  0.0019004 | 0.0019004 | -4.27490 26.91630 85.26361 -5.42984 
1467   | 0.1784 |  0.994 | 0.0000655 |  0.0018887 | 0.0018887 | -4.27490 26.91632 85.26367 -5.42985 
1468   | 0.1784 |  0.994 | 0.0000651 |  0.0018771 | 0.0018771 | -4.27491 26.91634 85.26373 -5.42985 
1469   | 0.1784 |  0.994 | 0.0000647 |  0.0018656 | 0.0018656 | -4.27491 26.91636 85.26379 -5.42986 
1470   | 0.1784 |  0.994 | 0.0000643 |  0.0018541 | 0.0018541 | -4.27491 26.91637 85.26385 -5.42986 
1471   | 0.1784 |  0.994 | 0.0000639 |  0.0018427 | 0.0018427 | -4.27492 26.91639 85.26391 -5.42987 
1472   | 0.1784 |  0.994 | 0.0000635 |  0.0018314 | 0.0018314 | -4.27492 26.91641 85.26397 -5.42987 
1473   | 0.1784 |  0.994 | 0.0000631 |  0.0018201 | 0.0018201 | -4.27492 26.91643 85.26402 -5.42987 
1474   | 0.1784 |  0.994 | 0.0000627 |  0.0018089 | 0.0018089 | -4.27493 26.91645 85.26408 -5.42988 
1475   | 0.1784 |  0.994 | 0.0000623 |  0.0017978 | 0.0017978 | -4.27493 26.91646 85.26414 -5.42988 
1476   | 0.1784 |  0.994 | 0.0000620 |  0.0017867 | 0.0017867 | -4.27493 26.91648 85.26420 -5.42989 
1477   | 0.1784 |  0.994 | 0.0000616 |  0.0017757 | 0.0017757 | -4.27494 26.91650 85.26425 -5.42989 
1478   | 0.1784 |  0.994 | 0.0000612 |  0.0017648 | 0.0017648 | -4.27494 26.91652 85.26431 -5.42990 
1479   | 0.1784 |  0.994 | 0.0000608 |  0.0017540 | 0.0017540 | -4.27494 26.91653 85.26436 -5.42990 
1480   | 0.1784 |  0.994 | 0.0000605 |  0.0017432 | 0.0017432 | -4.27495 26.91655 85.26442 -5.42990 
1481   | 0.1784 |  0.994 | 0.0000601 |  0.0017325 | 0.0017325 | -4.27495 26.91657 85.26447 -5.42991 

 Метод наискорейшего спуска
                        |   Норма   | Норма      |  Оценка   |
 Itr    |  tau |  q     |  невязки  |погрешности |Погрешности|    x[1]    x[2]     x[3]    x[4]
  1   | 0.1696 |  6.296 |37.1202371 | 16.1622235 |-7.4851072 |  1.76329  1.77950  3.45797  1.57445 
  2   | 0.1896 |  0.412 |13.6963075 | 15.9521998 | 1.8232999 |  0.84311  2.25601  3.82649  1.31114 
  3   | 0.1766 |  0.803 |11.8097243 | 15.8152258 | 8.5137243 |  0.95456  1.79018  4.50275  1.02508 
  4   | 0.2098 |  0.917 | 9.1149152 | 15.6991453 |21.1045476 |  0.46024  2.36145  4.93467  0.92327 
  5   | 0.1837 |  0.967 |10.0642025 | 15.5898935 |53.6173588 |  0.68865  2.02926  5.60206  0.78165 
  6   | 0.2127 |  0.987 | 8.5805826 | 15.4827032 |139.5230293 |  0.30905  2.64370  6.03382  0.76283 
  7   | 0.1843 |  0.991 | 9.8190484 | 15.3766179 |208.8708397 |  0.57381  2.34251  6.69067  0.65807 
  8   | 0.2129 |  0.993 | 8.4381929 | 15.2713365 |247.2149469 |  0.22525  2.96262  7.11592  0.66055 
  9   | 0.1843 |  0.993 | 9.6786906 | 15.1667977 |254.9023777 |  0.49635  2.67142  7.76333  0.56562 
 10   | 0.2129 |  0.993 | 8.3215785 | 15.0629790 |256.2105761 |  0.15871  3.28654  8.18249  0.57318 
 11   | 0.1843 |  0.993 | 9.5462670 | 14.9598722 |255.0441116 |  0.42853  3.00070  8.82095  0.48155 
 12   | 0.2129 |  0.993 | 8.2079582 | 14.8574714 |253.4806332 |  0.09698  3.60826  9.23432  0.49024 
 13   | 0.1843 |  0.993 | 9.4160034 | 14.7557717 |251.7801436 |  0.36370  3.32666  9.86404  0.40035 
 14   | 0.2129 |  0.993 | 8.0959703 | 14.6547681 |250.0674091 |  0.03703  3.92613 10.27175  0.40921 
 15   | 0.1843 |  0.993 | 9.2875378 | 14.5544559 |248.3577219 |  0.30025  3.64845 10.89287  0.32066 
 16   | 0.2129 |  0.993 | 7.9855152 | 14.4548303 |246.6583358 | -0.02188  4.23979 11.29502  0.32948 
 17   | 0.1843 |  0.993 | 9.1608261 | 14.3558866 |244.9700730 |  0.23779  3.96592 11.90766  0.24217 
 18   | 0.2129 |  0.993 | 7.8765672 | 14.2576203 |243.2932842 | -0.07993  4.54920 12.30432  0.25088 
 19   | 0.1843 |  0.993 | 9.0358432 | 14.1600265 |241.6279432 |  0.17620  4.27907 12.90860  0.16477 
 20   | 0.2129 |  0.993 | 7.7691057 | 14.0631008 |239.9739967 | -0.13718  4.85440 13.29985  0.17336 
 21   | 0.1843 |  0.993 | 8.9125654 | 13.9668386 |238.3313697 |  0.11546  4.58795 13.89589  0.08842 
 22   | 0.2129 |  0.993 | 7.6631103 | 13.8712353 |236.6999862 | -0.19364  5.15544 14.28180  0.09691 
 23   | 0.1843 |  0.993 | 8.7909696 | 13.7762864 |235.0797695 |  0.05556  4.89262 14.86970  0.01313 
 24   | 0.2129 |  0.993 | 7.5585611 | 13.6819874 |233.4706432 | -0.24933  5.45237 15.25035  0.02149 
 25   | 0.1843 |  0.993 | 8.6710327 | 13.5883339 |231.8725314 | -0.00353  5.19314 15.83023 -0.06114 
 26   | 0.2129 |  0.993 | 7.4554382 | 13.4953214 |230.2853587 | -0.30426  5.74524 16.20569 -0.05289 
 27   | 0.1843 |  0.993 | 8.5527322 | 13.4029456 |228.7090503 | -0.06181  5.48955 16.77766 -0.13440 
 28   | 0.2129 |  0.993 | 7.3537222 | 13.3112022 |227.1435317 | -0.35844  6.03413 17.14799 -0.12626 
 29   | 0.1843 |  0.993 | 8.4360456 | 13.2200867 |225.5887291 | -0.11930  5.78192 17.71216 -0.20666 
 30   | 0.2129 |  0.993 | 7.2533940 | 13.1295949 |224.0445692 | -0.41188  6.31907 18.07744 -0.19863 
 31   | 0.1843 |  0.993 | 8.3209510 | 13.0397225 |222.5109790 | -0.17601  6.07030 18.63391 -0.27793 
 32   | 0.2129 |  0.993 | 7.1544345 | 12.9504653 |220.9878864 | -0.46459  6.60012 18.99420 -0.27001 
 33   | 0.1843 |  0.993 | 8.2074267 | 12.8618191 |219.4752193 | -0.23194  6.35475 19.54308 -0.34823 
 34   | 0.2129 |  0.993 | 7.0568252 | 12.7737797 |217.9729065 | -0.51658  6.87734 19.89846 -0.34042 
 35   | 0.1843 |  0.993 | 8.0954512 | 12.6863429 |216.4808771 | -0.28710  6.63532 20.43985 -0.41757 
 36   | 0.2129 |  0.993 | 6.9605476 | 12.5995045 |214.9990606 | -0.56786  7.15077 20.79039 -0.40986 
 37   | 0.1843 |  0.993 | 7.9850035 | 12.5132607 |213.5273872 | -0.34152  6.91206 21.32439 -0.48596 
 38   | 0.2129 |  0.993 | 6.8655835 | 12.4276071 |212.0657874 | -0.61845  7.42048 21.67014 -0.47836 
 39   | 0.1843 |  0.993 | 7.8760625 | 12.3425399 |210.6141924 | -0.39519  7.18502 22.19686 -0.55342 
 40   | 0.2129 |  0.993 | 6.7719151 | 12.2580549 |209.1725335 | -0.66834  7.68651 22.53789 -0.54593 
 41   | 0.1843 |  0.993 | 7.7686079 | 12.1741482 |207.7407428 | -0.44813  7.45426 23.05742 -0.61996 
 42   | 0.2129 |  0.993 | 6.6795245 | 12.0908159 |206.3187527 | -0.71755  7.94890 23.39380 -0.61257 
 43   | 0.1843 |  0.993 | 7.6626193 | 12.0080540 |204.9064962 | -0.50035  7.71982 23.90625 -0.68559 
 44   | 0.2129 |  0.993 | 6.5883945 | 11.9258586 |203.5039066 | -0.76610  8.20772 24.23804 -0.67830 
 45   | 0.1843 |  0.993 | 7.5580767 | 11.8442258 |202.1109178 | -0.55185  7.98177 24.74349 -0.75033 
 46   | 0.2129 |  0.993 | 6.4985078 | 11.7631518 |200.7274641 | -0.81398  8.46301 25.07075 -0.74314 
 47   | 0.1843 |  0.993 | 7.4549605 | 11.6826328 |199.3534800 | -0.60265  8.24013 25.56931 -0.81418 
 48   | 0.2129 |  0.993 | 6.4098474 | 11.6026649 |197.9889010 | -0.86120  8.71481 25.89211 -0.80709 
 49   | 0.1843 |  0.993 | 7.3532510 | 11.5232444 |196.6336625 | -0.65276  8.49498 26.38386 -0.87717 
 50   | 0.2129 |  0.993 | 6.3223966 | 11.4443676 |195.2877007 | -0.90778  8.96318 26.70226 -0.87017 
 51   | 0.1843 |  0.993 | 7.2529292 | 11.3660306 |193.9509520 | -0.70219  8.74634 27.18730 -0.93929 
 52   | 0.2129 |  0.993 | 6.2361390 | 11.2882299 |192.6233533 | -0.95373  9.20816 27.50135 -0.93239 
 53   | 0.1843 |  0.993 | 7.1539761 | 11.2109617 |191.3048422 | -0.75094  8.99428 27.97978 -1.00057 
 54   | 0.2129 |  0.993 | 6.1510581 | 11.1342224 |189.9953562 | -0.99905  9.44979 28.28955 -0.99376 
 55   | 0.1843 |  0.993 | 7.0563730 | 11.0580084 |188.6948337 | -0.79902  9.23884 28.76145 -1.06101 
 56   | 0.2129 |  0.993 | 6.0671381 | 10.9823161 |187.4032133 | -1.04375  9.68813 29.06699 -1.05429 
 57   | 0.1843 |  0.993 | 6.9601016 | 10.9071419 |186.1204341 | -0.84645  9.48005 29.53245 -1.12062 
 58   | 0.2129 |  0.993 | 5.9843630 | 10.8324822 |184.8464356 | -1.08784  9.92322 29.83382 -1.11400 
 59   | 0.1843 |  0.993 | 6.8651436 | 10.7583337 |183.5811576 | -0.89324  9.71798 30.29294 -1.17942 
 60   | 0.2129 |  0.993 | 5.9027172 | 10.6846926 |182.3245404 | -1.13133 10.15510 30.59019 -1.17289 
 61   | 0.1843 |  0.993 | 6.7714811 | 10.6115557 |181.0765248 | -0.93938  9.95266 31.04304 -1.23742 
 62   | 0.2129 |  0.993 | 5.8221853 | 10.5389193 |179.8370520 | -1.17423 10.38382 31.33625 -1.23098 
 63   | 0.1843 |  0.993 | 6.6790965 | 10.4667802 |178.6060633 | -0.98490 10.18414 31.78292 -1.29463 
 64   | 0.2129 |  0.993 | 5.7427521 | 10.3951348 |177.3835008 | -1.21654 10.60942 32.07212 -1.28827 
 65   | 0.1843 |  0.993 | 6.5879724 | 10.3239799 |176.1693067 | -1.02979 10.41246 32.51270 -1.35106 
 66   | 0.2129 |  0.993 | 5.6644026 | 10.2533120 |174.9634239 | -1.25827 10.83194 32.79796 -1.34479 
 67   | 0.1843 |  0.993 | 6.4980914 | 10.1831279 |173.7657953 | -1.07407 10.63767 33.23252 -1.40672 
 68   | 0.2129 |  0.993 | 5.5871221 | 10.1134241 |172.5763645 | -1.29944 11.05142 33.51389 -1.40053 
 69   | 0.1843 |  0.993 | 6.4094367 | 10.0441975 |171.3950754 | -1.11775 10.85980 33.94252 -1.46161 
 70   | 0.2129 |  0.993 | 5.5108959 |  9.9754448 |170.2218723 | -1.34004 11.26791 34.22005 -1.45552 
 71   | 0.1843 |  0.993 | 6.3219915 |  9.9071626 |169.0566997 | -1.16083 11.07891 34.64284 -1.51576 
 72   | 0.2129 |  0.993 | 5.4357097 |  9.8393479 |167.8995028 | -1.38009 11.48144 34.91658 -1.50975 
 73   | 0.1843 |  0.993 | 6.2357394 |  9.7719973 |166.7502269 | -1.20332 11.29502 35.33360 -1.56917 
 74   | 0.2129 |  0.993 | 5.3615493 |  9.7051078 |165.6088179 | -1.41959 11.69206 35.60361 -1.56324 
 75   | 0.1843 |  0.993 | 6.1506640 |  9.6386761 |164.4752218 | -1.24524 11.50819 36.01494 -1.62186 
 76   | 0.2129 |  0.993 | 5.2884007 |  9.5726991 |163.3493852 | -1.45855 11.89981 36.28126 -1.61600 
 77   | 0.1843 |  0.993 | 6.0667493 |  9.5071738 |162.2312550 | -1.28658 11.71844 36.68698 -1.67382 
 78   | 0.2129 |  0.993 | 5.2162500 |  9.4420970 |161.1207784 | -1.49698 12.10473 36.94967 -1.66805 
 79   | 0.1843 |  0.993 | 5.9839795 |  9.3774656 |160.0179031 | -1.32736 11.92583 37.34986 -1.72507 
 80   | 0.2129 |  0.993 | 5.1450837 |  9.3132766 |158.9225769 | -1.53489 12.30685 37.60896 -1.71938 
 81   | 0.1843 |  0.993 | 5.9023389 |  9.2495271 |157.8347483 | -1.36758 12.13039 38.00368 -1.77563 
 82   | 0.2129 |  0.993 | 5.0748883 |  9.1862138 |156.7543659 | -1.57228 12.50621 38.25925 -1.77001 
 83   | 0.1843 |  0.993 | 5.8218122 |  9.1233340 |155.6813787 | -1.40725 12.33216 38.64859 -1.82550 
 84   | 0.2129 |  0.993 | 5.0056507 |  9.0608846 |154.6157362 | -1.60916 12.70285 38.90068 -1.81996 
 85   | 0.1843 |  0.993 | 5.7423841 |  8.9988626 |153.5573880 | -1.44639 12.53117 39.28470 -1.87468 
 86   | 0.2129 |  0.993 | 4.9373576 |  8.9372652 |152.5062842 | -1.64554 12.89681 39.53335 -1.86922 
 87   | 0.1843 |  0.993 | 5.6640397 |  8.8760894 |151.4623753 | -1.48498 12.72747 39.91214 -1.92319 
 88   | 0.2129 |  0.993 | 4.8699963 |  8.8153324 |150.4256119 | -1.68142 13.08812 40.15739 -1.91780 
 89   | 0.1843 |  0.993 | 5.5867641 |  8.7549912 |149.3959452 | -1.52305 12.92110 40.53101 -1.97105 
 90   | 0.2129 |  0.993 | 4.8035540 |  8.6950631 |148.3733266 | -1.71681 13.27682 40.77291 -1.96573 
 91   | 0.1843 |  0.993 | 5.5105428 |  8.6355452 |147.3577079 | -1.56061 13.11208 41.14144 -2.01825 
 92   | 0.2129 |  0.993 | 4.7380182 |  8.5764347 |146.3490411 | -1.75172 13.46295 41.38004 -2.01300 
 93   | 0.1843 |  0.993 | 5.4353614 |  8.5177288 |145.3472786 | -1.59765 13.30045 41.74354 -2.06480 
 94   | 0.2129 |  0.993 | 4.6733765 |  8.4594248 |144.3523732 | -1.78615 13.64653 41.97889 -2.05963 
 95   | 0.1843 |  0.993 | 5.3612057 |  8.4015198 |143.3642779 | -1.63418 13.48626 42.33742 -2.11072 
 96   | 0.2129 |  0.993 | 4.6096168 |  8.3440112 |142.3829462 | -1.82011 13.82762 42.56956 -2.10562 
 97   | 0.1843 |  0.993 | 5.2880618 |  8.2868963 |141.4083318 | -1.67022 13.66953 42.92320 -2.15602 
 98   | 0.2129 |  0.993 | 4.5467269 |  8.2301723 |140.4403886 | -1.85361 14.00623 43.15218 -2.15098 
 99   | 0.1843 |  0.993 | 5.2159158 |  8.1738366 |139.4790709 | -1.70576 13.85030 43.50100 -2.20069 
100   | 0.2129 |  0.993 | 4.4846950 |  8.1178865 |138.5243336 | -1.88666 14.18241 43.72684 -2.19573 
101   | 0.1843 |  0.993 | 5.1447540 |  8.0623194 |137.5761314 | -1.74082 14.02860 44.07090 -2.24476 
102   | 0.2129 |  0.993 | 4.4235095 |  8.0071326 |136.6344197 | -1.91925 14.35618 44.29367 -2.23986 
103   | 0.1843 |  0.993 | 5.0745632 |  7.9523236 |135.6991540 | -1.77540 14.20447 44.63304 -2.28822 
104   | 0.2129 |  0.993 | 4.3631587 |  7.8978898 |134.7702902 | -1.95139 14.52758 44.85276 -2.28339 
105   | 0.1843 |  0.993 | 5.0053299 |  7.8438286 |133.8477846 | -1.80951 14.37794 45.18750 -2.33109 
106   | 0.2129 |  0.993 | 4.3036313 |  7.7901374 |132.9315935 | -1.98310 14.69664 45.40423 -2.32633 
107   | 0.1843 |  0.993 | 4.9370413 |  7.7368137 |132.0216737 | -1.84315 14.54904 45.73440 -2.37338 
108   | 0.2129 |  0.993 | 4.2449160 |  7.6838550 |131.1179824 | -2.01438 14.86340 45.94817 -2.36868 
109   | 0.1843 |  0.993 | 4.8696843 |  7.6312589 |130.2204769 | -1.87634 14.71781 46.27384 -2.41509 
110   | 0.2129 |  0.993 | 4.1870018 |  7.5790227 |129.3291148 | -2.04523 15.02788 46.48469 -2.41046 
111   | 0.1843 |  0.993 | 4.8032462 |  7.5271442 |128.4438541 | -1.90907 14.88428 46.80591 -2.45623 
112   | 0.2129 |  0.993 | 4.1298778 |  7.4756207 |127.5646530 | -2.07565 15.19012 47.01389 -2.45166 
113   | 0.1843 |  0.993 | 4.7377146 |  7.4244499 |126.6914701 | -1.94135 15.04848 47.33073 -2.49681 
114   | 0.2129 |  0.993 | 4.0735331 |  7.3736294 |125.8242641 | -2.10567 15.35014 47.53587 -2.49230 
115   | 0.1843 |  0.993 | 4.6730771 |  7.3231567 |124.9629942 | -1.97320 15.21043 47.84839 -2.53684 
116   | 0.2129 |  0.993 | 4.0179571 |  7.2730295 |124.1076197 | -2.13527 15.50798 48.05073 -2.53239 
117   | 0.1843 |  0.993 | 4.6093214 |  7.2232455 |123.2581003 | -2.00461 15.37018 48.35899 -2.57632 
118   | 0.2129 |  0.993 | 3.9631393 |  7.1738022 |122.4143958 | -2.16447 15.66367 48.55857 -2.57193 
119   | 0.1843 |  0.993 | 4.5464356 |  7.1246974 |121.5764665 | -2.03559 15.52775 48.86262 -2.61526 
120   | 0.2129 |  0.993 | 3.9090695 |  7.0759287 |120.7442728 | -2.19327 15.81723 49.05948 -2.61093 
121   | 0.1843 |  0.993 | 4.4844077 |  7.0274938 |119.9177756 | -2.06615 15.68317 49.35938 -2.65367 
122   | 0.2129 |  0.993 | 3.8557373 |  6.9793904 |119.0969357 | -2.22168 15.96870 49.55355 -2.64940 
123   | 0.1843 |  0.993 | 4.4232260 |  6.9316163 |118.2817145 | -2.09629 15.83646 49.84936 -2.69156 
124   | 0.2129 |  0.993 | 3.8031327 |  6.8841693 |117.4720735 | -2.24970 16.11810 50.04088 -2.68735 
125   | 0.1843 |  0.993 | 4.3628791 |  6.8370470 |116.6679745 | -2.12602 15.98767 50.33265 -2.72893 
126   | 0.2129 |  0.993 | 3.7512458 |  6.7902472 |115.8693796 | -2.27734 16.26546 50.52156 -2.72477 
127   | 0.1843 |  0.993 | 4.3033555 |  6.7437678 |115.0762511 | -2.15535 16.13681 50.80936 -2.76579 
128   | 0.2129 |  0.993 | 3.7000669 |  6.6976066 |114.2885516 | -2.30460 16.41082 50.99569 -2.76169 
129   | 0.1843 |  0.993 | 4.2446440 |  6.6517613 |113.5062439 | -2.18428 16.28392 51.27955 -2.80214 
130   | 0.2129 |  0.993 | 3.6495862 |  6.6062299 |112.7292911 | -2.33149 16.55418 51.46335 -2.79810 
131   | 0.1843 |  0.993 | 4.1867335 |  6.5610101 |111.9576566 | -2.21281 16.42902 51.74334 -2.83800 
132   | 0.2129 |  0.993 | 3.5997942 |  6.5160998 |111.1913039 | -2.35801 16.69560 51.92462 -2.83402 
133   | 0.1843 |  0.993 | 4.1296131 |  6.4714970 |110.4301969 | -2.24095 16.57214 52.20079 -2.87337 
134   | 0.2129 |  0.993 | 3.5506815 |  6.4271994 |109.6742997 | -2.38417 16.83508 52.37961 -2.86944 
135   | 0.1843 |  0.993 | 4.0732720 |  6.3832051 |108.9235767 | -2.26871 16.71331 52.65201 -2.90826 
136   | 0.2129 |  0.993 | 3.5022389 |  6.3395119 |108.1779923 | -2.40997 16.97266 52.82838 -2.90439 
137   | 0.1843 |  0.993 | 4.0176996 |  6.2961178 |107.4375116 | -2.29608 16.85255 53.09707 -2.94268 
138   | 0.2129 |  0.993 | 3.4544572 |  6.2530207 |106.7020994 | -2.43542 17.10837 53.27103 -2.93885 
139   | 0.1843 |  0.993 | 3.9628854 |  6.2102187 |105.9717211 | -2.32309 16.98989 53.53606 -2.97662 
140   | 0.2129 |  0.993 | 3.4073273 |  6.1677096 |105.2463423 | -2.46053 17.24222 53.70765 -2.97285 
141   | 0.1843 |  0.993 | 3.9088190 |  6.1254915 |104.5259287 | -2.34973 17.12536 53.96905 -3.01010 
142   | 0.2129 |  0.993 | 3.3608405 |  6.0835624 |103.8104464 | -2.48529 17.37425 54.13830 -3.00638 
143   | 0.1843 |  0.993 | 3.8554902 |  6.0419202 |103.0998615 | -2.37600 17.25898 54.39614 -3.04312 
144   | 0.2129 |  0.993 | 3.3149879 |  6.0005632 |102.3941407 | -2.50971 17.50447 54.56309 -3.03945 
145   | 0.1843 |  0.993 | 3.8028890 |  5.9594892 |101.6932505 | -2.40191 17.39078 54.81741 -3.07569 
146   | 0.2129 |  0.993 | 3.2697609 |  5.9186963 |100.9971579 | -2.53380 17.63292 54.98207 -3.07208 
147   | 0.1843 |  0.993 | 3.7510055 |  5.8781827 |100.3058301 | -2.42748 17.52078 55.23292 -3.10782 
148   | 0.2129 |  0.993 | 3.2251509 |  5.8379464 |99.6192344 | -2.55757 17.75962 55.39534 -3.10425 
149   | 0.1843 |  0.993 | 3.6998298 |  5.7979855 |98.9373385 | -2.45269 17.64901 55.64277 -3.13951 
150   | 0.2129 |  0.993 | 3.1811496 |  5.7582982 |98.2601102 | -2.58100 17.88458 55.80297 -3.13599 
151   | 0.1843 |  0.993 | 3.6493523 |  5.7188825 |97.5875175 | -2.47756 17.77548 56.04703 -3.17077 
152   | 0.2129 |  0.993 | 3.1377486 |  5.6797366 |96.9195288 | -2.60412 18.00785 56.20504 -3.16730 
153   | 0.1843 |  0.993 | 3.5995635 |  5.6408587 |96.2561124 | -2.50209 17.90023 56.44577 -3.20160 
154   | 0.2129 |  0.993 | 3.0949397 |  5.6022469 |95.5972372 | -2.62692 18.12943 56.60163 -3.19818 
155   | 0.1843 |  0.993 | 3.5504540 |  5.5638994 |94.9428719 | -2.52628 18.02328 56.83907 -3.23201 
156   | 0.2129 |  0.993 | 3.0527148 |  5.5258144 |94.2929858 | -2.64942 18.24935 56.99280 -3.22863 
157   | 0.1843 |  0.993 | 3.5020145 |  5.4879901 |93.6475482 | -2.55015 18.14465 57.22700 -3.26201 
158   | 0.2129 |  0.993 | 3.0110660 |  5.4504247 |93.0065287 | -2.67160 18.36764 57.37864 -3.25868 
159   | 0.1843 |  0.993 | 3.4542358 |  5.4131164 |92.3698969 | -2.57369 18.26437 57.60964 -3.29159 
160   | 0.2129 |  0.993 | 2.9699855 |  5.3760635 |91.7376229 | -2.69348 18.48431 57.75921 -3.28831 
161   | 0.1843 |  0.993 | 3.4071090 |  5.3392642 |91.1096768 | -2.59690 18.38245 57.98706 -3.32078 
162   | 0.2129 |  0.993 | 2.9294654 |  5.3027168 |90.4860290 | -2.71507 18.59939 58.13459 -3.31754 
163   | 0.1843 |  0.993 | 3.3606252 |  5.2664196 |89.8666501 | -2.61980 18.49892 58.35934 -3.34956 
164   | 0.2129 |  0.993 | 2.8894982 |  5.2303708 |89.2515108 | -2.73636 18.71290 58.50485 -3.34636 
165   | 0.1843 |  0.993 | 3.3147755 |  5.1945688 |88.6405822 | -2.64239 18.61380 58.72653 -3.37795 
166   | 0.2129 |  0.993 | 2.8500762 |  5.1590119 |88.0338355 | -2.75735 18.82486 58.87006 -3.37480 
167   | 0.1843 |  0.993 | 3.2695514 |  5.1236983 |87.4312419 | -2.66467 18.72711 59.08871 -3.40596 
168   | 0.2129 |  0.993 | 2.8111921 |  5.0886265 |86.8327731 | -2.77807 18.93530 59.23028 -3.40285 
169   | 0.1843 |  0.993 | 3.2249443 |  5.0537947 |86.2384008 | -2.68665 18.83888 59.44595 -3.43358 
170   | 0.2129 |  0.993 | 2.7728384 |  5.0192014 |85.6480970 | -2.79850 19.04422 59.58559 -3.43051 
171   | 0.1843 |  0.993 | 3.1809458 |  4.9848449 |85.0618338 | -2.70833 18.94913 59.79832 -3.46083 
172   | 0.2129 |  0.993 | 2.7350081 |  4.9507235 |84.4795837 | -2.81865 19.15166 59.93606 -3.45780 
173   | 0.1843 |  0.993 | 3.1375475 |  4.9168357 |83.9013190 | -2.72971 19.05786 60.14588 -3.48770 
174   | 0.2129 |  0.993 | 2.6976938 |  4.8831798 |83.3270126 | -2.83852 19.25764 60.28174 -3.48472 
175   | 0.1843 |  0.993 | 3.0947414 |  4.8497543 |82.7566373 | -2.75080 19.16512 60.48870 -3.51421 
176   | 0.2129 |  0.993 | 2.6608887 |  4.8165577 |82.1901663 | -2.85813 19.36217 60.62270 -3.51126 
177   | 0.1843 |  0.993 | 3.0525192 |  4.7835882 |81.6275728 | -2.77160 19.27091 60.82684 -3.54035 
178   | 0.2129 |  0.993 | 2.6245857 |  4.7508445 |81.0688302 | -2.87746 19.46527 60.95902 -3.53745 
179   | 0.1843 |  0.993 | 3.0108731 |  4.7183248 |80.5139122 | -2.79212 19.37526 61.16037 -3.56614 
180   | 0.2129 |  0.993 | 2.5887779 |  4.6860278 |79.9627927 | -2.89654 19.56697 61.29074 -3.56328 
181   | 0.1843 |  0.993 | 2.9697952 |  4.6539518 |79.4154456 | -2.81235 19.47819 61.48935 -3.59158 
182   | 0.2129 |  0.993 | 2.5534588 |  4.6220954 |78.8718451 | -2.91535 19.66728 61.61794 -3.58875 
183   | 0.1843 |  0.993 | 2.9292777 |  4.5904571 |78.3319655 | -2.83232 19.57971 61.81384 -3.61667 
184   | 0.2129 |  0.993 | 2.5186214 |  4.5590353 |77.7957814 | -2.93391 19.76622 61.94068 -3.61388 
185   | 0.1843 |  0.993 | 2.8893130 |  4.5278286 |77.2632676 | -2.85200 19.67984 62.13390 -3.64142 
186   | 0.2129 |  0.993 | 2.4842594 |  4.4968355 |76.7343988 | -2.95221 19.86381 62.25901 -3.63867 
187   | 0.1843 |  0.993 | 2.8498936 |  4.4660546 |76.2091501 | -2.87143 19.77861 62.44960 -3.66583 
188   | 0.2129 |  0.993 | 2.4503662 |  4.4354843 |75.6874967 | -2.97026 19.96007 62.57300 -3.66312 
189   | 0.1843 |  0.993 | 2.8110119 |  4.4051233 |75.1694141 | -2.89058 19.87603 62.76099 -3.68990 
190   | 0.2129 |  0.993 | 2.4169354 |  4.3749701 |74.6548778 | -2.98807 20.05502 62.88270 -3.68723 
191   | 0.1843 |  0.993 | 2.7726608 |  4.3450234 |74.1438635 | -2.90948 19.97213 63.06813 -3.71365 
192   | 0.2129 |  0.993 | 2.3839606 |  4.3152816 |73.6363471 | -3.00564 20.14867 63.18818 -3.71102 
193   | 0.1843 |  0.993 | 2.7348328 |  4.2857434 |73.1323046 | -2.92811 20.06691 63.37108 -3.73708 
194   | 0.2129 |  0.993 | 2.3514358 |  4.2564074 |72.6317123 | -3.02296 20.24104 63.48950 -3.73448 
195   | 0.1843 |  0.993 | 2.6975210 |  4.2272722 |72.1345466 | -2.94649 20.16040 63.66989 -3.76018 
196   | 0.2129 |  0.993 | 2.3193547 |  4.1983364 |71.6407840 | -3.04005 20.33215 63.78670 -3.75762 
197   | 0.1843 |  0.993 | 2.6607182 |  4.1695987 |71.1504013 | -2.96463 20.25261 63.96463 -3.78297 
198   | 0.2129 |  0.993 | 2.2877113 |  4.1410577 |70.6633752 | -3.05690 20.42202 64.07984 -3.78044 
199   | 0.1843 |  0.993 | 2.6244175 |  4.1127121 |70.1796828 | -2.98251 20.34357 64.25535 -3.80545 
200   | 0.2129 |  0.993 | 2.2564996 |  4.0845605 |69.6993013 | -3.07353 20.51067 64.36899 -3.80295 
